,zipcode,price_mean,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,m²_living,m²_lot,dormitory_type,age_build,footage,basement,renovation,level,condition_type,year,month,season
11082,98072.0,570583.3125,226059121.0,2014-08-13,500000.0,3.0,2.0,1560.0,77536.0,1.0,0.0,0.0,3.0,7.0,1400.0,160.0,1978.0,0.0,47.7695,-122.126,144.924,7203.0944,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,8.0,summer
11085,98072.0,570583.3125,1136100045.0,2014-10-15,494950.0,2.0,1.0,2220.0,33000.0,1.0,0.0,0.0,4.0,8.0,2220.0,0.0,1970.0,0.0,47.7403,-122.129,206.238,3065.7,apartament,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,10.0,fall
11087,98072.0,570583.3125,1226059105.0,2014-08-27,545000.0,4.0,2.0,2390.0,40510.0,1.0,0.0,0.0,4.0,8.0,2390.0,0.0,1969.0,0.0,47.7566,-122.113,222.03099999999998,3763.379,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11088,98072.0,570583.3125,6662400105.0,2014-10-30,375000.0,3.0,2.0,1580.0,5725.0,2.0,0.0,0.0,3.0,7.0,1580.0,0.0,2004.0,0.0,47.7611,-122.161,146.78199999999998,531.8525,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,10.0,fall
11089,98072.0,570583.3125,226059065.0,2014-09-03,514000.0,3.0,2.0,2260.0,54014.0,1.0,0.0,0.0,3.0,7.0,1450.0,810.0,1962.0,0.0,47.7657,-122.131,209.95399999999998,5017.9006,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,9.0,summer
11090,98072.0,570583.3125,9518100059.0,2014-08-22,203700.0,2.0,1.0,770.0,2500.0,1.0,0.0,0.0,3.0,6.0,770.0,0.0,1913.0,1960.0,47.7534,-122.172,71.533,232.25,apartament,build <1955,Less than 100m²,no,yes,Low,regular,2014.0,8.0,summer
11092,98072.0,570583.3125,1775900140.0,2014-07-09,400000.0,3.0,2.0,1760.0,6875.0,1.0,0.0,0.0,4.0,8.0,1760.0,0.0,1967.0,0.0,47.74,-122.093,163.504,638.6875,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
11095,98072.0,570583.3125,1775910270.0,2014-10-20,355000.0,3.0,1.0,1200.0,16000.0,1.0,0.0,0.0,3.0,7.0,1200.0,0.0,1970.0,0.0,47.7452,-122.101,111.47999999999999,1486.3999999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,10.0,fall
11096,98072.0,570583.3125,255000270.0,2014-07-23,410000.0,3.0,2.0,1790.0,5794.0,1.0,0.0,0.0,3.0,7.0,1380.0,410.0,1985.0,0.0,47.7477,-122.171,166.291,538.2626,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,7.0,summer
11098,98072.0,570583.3125,9527300200.0,2014-08-25,465000.0,4.0,2.0,2190.0,3267.0,2.0,0.0,0.0,3.0,8.0,2190.0,0.0,2004.0,0.0,47.7751,-122.168,203.451,303.5043,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11099,98072.0,570583.3125,1774000030.0,2015-03-30,395000.0,6.0,2.0,2950.0,11200.0,1.0,0.0,0.0,4.0,7.0,1700.0,1250.0,1970.0,0.0,47.7476,-122.087,274.055,1040.48,house,build > 1955,Less than 100m²,yes,no,Low,regular,2015.0,3.0,winter
11100,98072.0,570583.3125,1775801090.0,2014-05-30,465000.0,4.0,2.0,1820.0,20349.0,1.0,0.0,0.0,5.0,8.0,1340.0,480.0,1977.0,0.0,47.7415,-122.096,169.078,1890.4221,house,build > 1955,Less than 100m²,yes,no,Medium,good,2014.0,5.0,spring
11101,98072.0,570583.3125,1775800860.0,2015-04-28,469500.0,3.0,2.0,1850.0,12000.0,1.0,0.0,0.0,4.0,7.0,1300.0,550.0,1977.0,0.0,47.7408,-122.101,171.86499999999998,1114.8,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,4.0,spring
11102,98072.0,570583.3125,1775920340.0,2015-01-26,484000.0,4.0,1.0,2440.0,16730.0,1.0,0.0,0.0,3.0,7.0,1390.0,1050.0,1976.0,0.0,47.7406,-122.11,226.676,1554.2169999999999,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,1.0,winter
11103,98072.0,570583.3125,3876800710.0,2015-04-14,350000.0,3.0,1.0,1000.0,8268.0,1.0,0.0,0.0,3.0,6.0,1000.0,0.0,1969.0,0.0,47.7417,-122.172,92.89999999999999,768.0971999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,4.0,spring
11104,98072.0,570583.3125,7214810510.0,2015-04-08,480000.0,5.0,2.0,2760.0,7200.0,1.0,0.0,0.0,3.0,7.0,1430.0,1330.0,1979.0,0.0,47.7563,-122.147,256.404,668.88,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,4.0,spring
11105,98072.0,570583.3125,9465910030.0,2014-05-15,525000.0,3.0,2.0,2700.0,7434.0,2.0,0.0,0.0,3.0,9.0,2700.0,0.0,1991.0,0.0,47.7434,-122.174,250.82999999999998,690.6186,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,5.0,spring
11107,98072.0,570583.3125,1775950030.0,2014-08-12,375000.0,4.0,1.0,1940.0,15909.0,1.0,0.0,0.0,3.0,8.0,970.0,970.0,1974.0,0.0,47.7578,-122.094,180.226,1477.9461,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,8.0,summer
11108,98072.0,570583.3125,9465910310.0,2014-09-19,550000.0,4.0,2.0,2810.0,7549.0,2.0,0.0,0.0,3.0,9.0,2810.0,0.0,1992.0,0.0,47.7441,-122.173,261.049,701.3021,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,9.0,summer
11109,98072.0,570583.3125,9560800040.0,2014-07-16,485000.0,3.0,2.0,1800.0,11034.0,2.0,0.0,0.0,4.0,8.0,1800.0,0.0,1987.0,0.0,47.7558,-122.142,167.22,1025.0586,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
11110,98072.0,570583.3125,7399800150.0,2014-06-06,535500.0,3.0,1.0,1730.0,40250.0,2.0,0.0,0.0,4.0,8.0,1730.0,0.0,1983.0,0.0,47.7499,-122.111,160.71699999999998,3739.225,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,6.0,spring
11111,98072.0,570583.3125,226059106.0,2015-01-02,489500.0,3.0,1.0,2090.0,65558.0,1.0,0.0,0.0,3.0,8.0,1330.0,760.0,1977.0,0.0,47.7621,-122.127,194.161,6090.3382,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,1.0,winter
11112,98072.0,570583.3125,1775801020.0,2014-11-24,410000.0,3.0,1.0,1530.0,26642.0,1.0,0.0,0.0,3.0,7.0,1180.0,350.0,1988.0,0.0,47.7422,-122.097,142.137,2475.0418,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,11.0,fall
11116,98072.0,570583.3125,622100092.0,2014-07-16,440000.0,3.0,1.0,1950.0,19747.0,1.0,0.0,0.0,3.0,7.0,1150.0,800.0,1979.0,0.0,47.7685,-122.162,181.155,1834.4963,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,7.0,summer
11117,98072.0,570583.3125,3876312620.0,2014-09-24,395000.0,4.0,1.0,1910.0,8117.0,1.0,0.0,0.0,3.0,7.0,1460.0,450.0,1975.0,0.0,47.7344,-122.173,177.439,754.0693,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,9.0,summer
11118,98072.0,570583.3125,126059021.0,2015-04-02,200000.0,4.0,1.0,1020.0,42966.0,1.0,0.0,0.0,4.0,6.0,1020.0,0.0,1922.0,0.0,47.7617,-122.11,94.758,3991.5414,house,build <1955,Less than 100m²,no,no,Low,regular,2015.0,4.0,spring
11119,98072.0,570583.3125,1770000330.0,2014-10-03,500000.0,4.0,2.0,2630.0,15000.0,1.0,0.0,0.0,4.0,7.0,1690.0,940.0,1976.0,0.0,47.7425,-122.089,244.327,1393.5,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,10.0,fall
11120,98072.0,570583.3125,3244500158.0,2014-09-08,570000.0,3.0,1.0,2580.0,40392.0,1.0,0.0,0.0,3.0,9.0,1390.0,1190.0,1986.0,0.0,47.7637,-122.134,239.682,3752.4168,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,9.0,summer
11122,98072.0,570583.3125,8946400210.0,2014-06-03,548000.0,3.0,2.0,2110.0,4099.0,2.0,0.0,0.0,3.0,8.0,2110.0,0.0,2001.0,0.0,47.7508,-122.17,196.019,380.7971,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,6.0,spring
11123,98072.0,570583.3125,1774000720.0,2014-06-20,425000.0,3.0,2.0,1790.0,10209.0,1.0,0.0,0.0,3.0,7.0,1290.0,500.0,1967.0,0.0,47.7492,-122.086,166.291,948.4160999999999,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,6.0,spring
11130,98072.0,570583.3125,8835350230.0,2014-08-25,530000.0,3.0,2.0,2480.0,7480.0,2.0,0.0,0.0,3.0,9.0,2480.0,0.0,1992.0,0.0,47.771,-122.166,230.392,694.8919999999999,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11131,98072.0,570583.3125,1226059101.0,2014-07-01,502000.0,3.0,2.0,1600.0,45613.0,2.0,0.0,0.0,4.0,8.0,1600.0,0.0,1983.0,0.0,47.7523,-122.117,148.64,4237.4477,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
11133,98072.0,570583.3125,9238450330.0,2014-11-10,330000.0,3.0,1.0,1070.0,10563.0,1.0,0.0,0.0,3.0,7.0,1070.0,0.0,1969.0,0.0,47.7687,-122.166,99.40299999999999,981.3027,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,11.0,fall
11134,98072.0,570583.3125,1775920210.0,2014-05-30,374000.0,3.0,1.0,1200.0,9800.0,1.0,0.0,0.0,4.0,7.0,1200.0,0.0,1971.0,0.0,47.7412,-122.109,111.47999999999999,910.42,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,5.0,spring
11135,98072.0,570583.3125,7214810150.0,2014-10-02,428000.0,3.0,1.0,2120.0,9350.0,1.0,0.0,0.0,3.0,7.0,1280.0,840.0,1979.0,0.0,47.7562,-122.145,196.94799999999998,868.615,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,10.0,fall
11137,98072.0,570583.3125,1136100072.0,2015-02-13,455000.0,4.0,1.0,1790.0,45738.0,1.0,0.0,0.0,3.0,8.0,1410.0,380.0,1976.0,0.0,47.7453,-122.129,166.291,4249.0602,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,2.0,winter
11138,98072.0,570583.3125,9238450150.0,2014-05-12,368000.0,3.0,1.0,1280.0,9898.0,1.0,0.0,0.0,3.0,7.0,1280.0,0.0,1968.0,0.0,47.7677,-122.163,118.91199999999999,919.5242,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,5.0,spring
11139,98072.0,570583.3125,8680500220.0,2014-12-03,521900.0,3.0,2.0,2100.0,12338.0,2.0,0.0,0.0,3.0,9.0,2100.0,0.0,1997.0,0.0,47.7412,-122.168,195.09,1146.2002,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,12.0,fall
11140,98072.0,570583.3125,3876313040.0,2014-07-09,468000.0,4.0,2.0,2100.0,8400.0,1.0,0.0,0.0,4.0,7.0,1240.0,860.0,1976.0,0.0,47.735,-122.17,195.09,780.36,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,7.0,summer
11141,98072.0,570583.3125,9238450210.0,2014-06-23,326000.0,3.0,1.0,1030.0,9834.0,1.0,0.0,0.0,3.0,7.0,1030.0,0.0,1969.0,0.0,47.7676,-122.164,95.687,913.5785999999999,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
11142,98072.0,570583.3125,9238510220.0,2014-10-28,526500.0,3.0,2.0,1860.0,43170.0,2.0,0.0,0.0,3.0,8.0,1860.0,0.0,1986.0,0.0,47.7712,-122.136,172.79399999999998,4010.493,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,10.0,fall
11143,98072.0,570583.3125,6979970150.0,2014-12-12,420000.0,3.0,2.0,2390.0,3903.0,2.0,0.0,0.0,3.0,8.0,1970.0,420.0,2006.0,0.0,47.7515,-122.174,222.03099999999998,362.58869999999996,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,12.0,fall
11144,98072.0,570583.3125,1770000460.0,2014-12-03,430000.0,3.0,2.0,1830.0,19965.0,1.0,0.0,0.0,3.0,8.0,1400.0,430.0,1976.0,0.0,47.7412,-122.088,170.007,1854.7485,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,12.0,fall
11145,98072.0,570583.3125,1529200480.0,2014-05-18,534640.0,3.0,2.0,2130.0,3500.0,1.0,0.0,0.0,4.0,8.0,1210.0,920.0,1994.0,0.0,47.736,-122.159,197.87699999999998,325.15,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,5.0,spring
11148,98072.0,570583.3125,7214810050.0,2015-04-16,537000.0,4.0,2.0,2640.0,8800.0,1.0,0.0,0.0,3.0,8.0,1620.0,1020.0,1980.0,0.0,47.7552,-122.148,245.256,817.52,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,4.0,spring
11150,98072.0,570583.3125,126059005.0,2015-01-15,547000.0,5.0,3.0,2200.0,103237.0,1.0,0.0,0.0,3.0,7.0,1160.0,1040.0,1971.0,0.0,47.7726,-122.111,204.38,9590.7173,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,1.0,winter
11153,98072.0,570583.3125,1774000170.0,2015-01-05,419950.0,4.0,1.0,1870.0,16549.0,1.0,0.0,0.0,3.0,8.0,1870.0,0.0,1969.0,0.0,47.7482,-122.083,173.72299999999998,1537.4021,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,1.0,winter
11154,98072.0,570583.3125,9560800290.0,2014-08-14,440000.0,3.0,2.0,2060.0,11231.0,2.0,0.0,0.0,3.0,8.0,2060.0,0.0,1987.0,0.0,47.7571,-122.141,191.374,1043.3599,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11155,98072.0,570583.3125,2896400170.0,2015-03-16,447000.0,3.0,2.0,1800.0,3074.0,2.0,0.0,0.0,3.0,7.0,1800.0,0.0,2003.0,0.0,47.7631,-122.149,167.22,285.5746,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,3.0,winter
11157,98072.0,570583.3125,1774000050.0,2014-05-07,480500.0,4.0,2.0,2180.0,11200.0,1.0,0.0,0.0,4.0,8.0,2180.0,0.0,1968.0,0.0,47.7476,-122.086,202.522,1040.48,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,5.0,spring
11159,98072.0,570583.3125,4450700010.0,2014-07-08,375000.0,3.0,1.0,1660.0,9673.0,1.0,0.0,0.0,3.0,7.0,1130.0,530.0,1976.0,0.0,47.7628,-122.162,154.214,898.6216999999999,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,7.0,summer
11161,98072.0,570583.3125,7955030010.0,2014-10-10,318000.0,3.0,1.0,1250.0,20040.0,1.0,0.0,0.0,3.0,7.0,1250.0,0.0,1970.0,0.0,47.7514,-122.108,116.125,1861.716,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,10.0,fall
11162,98072.0,570583.3125,3876313260.0,2015-02-18,415000.0,3.0,1.0,1790.0,15142.0,1.0,0.0,0.0,3.0,7.0,1360.0,430.0,1976.0,0.0,47.7362,-122.172,166.291,1406.6918,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,2.0,winter
11165,98072.0,570583.3125,2738600080.0,2014-08-15,495000.0,4.0,3.0,2740.0,2811.0,2.0,0.0,0.0,3.0,8.0,2240.0,500.0,2003.0,0.0,47.7738,-122.158,254.546,261.14189999999996,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,8.0,summer
11168,98072.0,570583.3125,3876312570.0,2014-08-11,350500.0,3.0,2.0,1870.0,7200.0,1.0,0.0,0.0,3.0,7.0,1390.0,480.0,1975.0,0.0,47.734,-122.174,173.72299999999998,668.88,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,8.0,summer
11169,98072.0,570583.3125,9238450430.0,2014-06-24,275000.0,3.0,1.0,990.0,9798.0,1.0,0.0,0.0,3.0,7.0,990.0,0.0,1968.0,0.0,47.767,-122.164,91.97099999999999,910.2342,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
11171,98072.0,570583.3125,7214800430.0,2015-03-05,475000.0,3.0,3.0,2540.0,18900.0,1.0,0.0,0.0,3.0,7.0,1580.0,960.0,1978.0,0.0,47.754,-122.144,235.96599999999998,1755.81,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,3.0,winter
11173,98072.0,570583.3125,7214800190.0,2015-01-05,490000.0,4.0,2.0,2110.0,16200.0,1.0,0.0,0.0,3.0,8.0,1630.0,480.0,1978.0,0.0,47.752,-122.144,196.019,1504.98,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,1.0,winter
11176,98072.0,570583.3125,3876313170.0,2014-12-09,436000.0,3.0,2.0,1770.0,8000.0,1.0,0.0,0.0,4.0,7.0,1350.0,420.0,1976.0,0.0,47.7358,-122.17,164.433,743.1999999999999,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,12.0,fall
11177,98072.0,570583.3125,2738600220.0,2014-08-04,451000.0,3.0,2.0,2050.0,4876.0,2.0,0.0,0.0,3.0,8.0,2050.0,0.0,2005.0,0.0,47.7746,-122.158,190.445,452.9804,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11179,98072.0,570583.3125,9238430300.0,2014-11-06,550000.0,4.0,1.0,2550.0,39460.0,1.0,0.0,0.0,3.0,8.0,1890.0,660.0,1982.0,0.0,47.7707,-122.123,236.89499999999998,3665.834,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,11.0,fall
11180,98072.0,570583.3125,1774000330.0,2014-07-07,437000.0,3.0,1.0,2220.0,17568.0,1.0,0.0,0.0,4.0,8.0,2220.0,0.0,1967.0,0.0,47.749,-122.083,206.238,1632.0672,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
11181,98072.0,570583.3125,2896400210.0,2015-05-08,455000.0,4.0,2.0,1780.0,2992.0,2.0,0.0,0.0,3.0,7.0,1780.0,0.0,2003.0,0.0,47.7633,-122.149,165.362,277.9568,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,5.0,spring
11183,98072.0,570583.3125,8946400100.0,2014-08-04,488000.0,3.0,2.0,1940.0,5660.0,2.0,0.0,0.0,3.0,8.0,1940.0,0.0,2001.0,0.0,47.7511,-122.17,180.226,525.814,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11185,98072.0,570583.3125,3244500037.0,2015-04-06,510000.0,3.0,2.0,2310.0,53578.0,1.0,0.0,0.0,4.0,8.0,1340.0,970.0,1981.0,0.0,47.7677,-122.135,214.599,4977.3962,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,4.0,spring
11186,98072.0,570583.3125,1775900220.0,2014-09-22,300000.0,3.0,1.0,1320.0,15053.0,1.0,0.0,0.0,3.0,7.0,1320.0,0.0,1979.0,0.0,47.7405,-122.095,122.628,1398.4237,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,9.0,summer
11187,98072.0,570583.3125,3876313120.0,2015-05-01,505000.0,3.0,1.0,1800.0,7210.0,1.0,0.0,0.0,3.0,7.0,1370.0,430.0,1976.0,0.0,47.7346,-122.17,167.22,669.809,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2015.0,5.0,spring
11192,98072.0,570583.3125,9144300120.0,2015-01-28,374500.0,3.0,1.0,960.0,9531.0,1.0,0.0,0.0,5.0,7.0,960.0,0.0,1969.0,0.0,47.7619,-122.162,89.184,885.4299,house,build > 1955,Less than 100m²,no,no,Low,good,2015.0,1.0,winter
11194,98072.0,570583.3125,1628700107.0,2014-06-25,383000.0,3.0,1.0,1500.0,13430.0,1.0,0.0,0.0,3.0,7.0,1500.0,0.0,1977.0,0.0,47.7527,-122.082,139.35,1247.647,house,build > 1955,Less than 100m²,no,no,Low,regular,2014.0,6.0,spring
11195,98072.0,570583.3125,3876800580.0,2014-09-02,351000.0,4.0,1.0,1430.0,8400.0,1.0,0.0,0.0,3.0,6.0,730.0,700.0,1969.0,0.0,47.7417,-122.172,132.847,780.36,house,build > 1955,Less than 100m²,yes,no,Low,regular,2014.0,9.0,summer
11196,98072.0,570583.3125,1775800750.0,2015-03-10,344000.0,3.0,1.0,1150.0,12402.0,1.0,0.0,0.0,4.0,6.0,1150.0,0.0,1969.0,0.0,47.7422,-122.099,106.835,1152.1458,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,3.0,winter
11198,98072.0,570583.3125,1630700276.0,2015-01-05,385000.0,2.0,1.0,1370.0,159865.0,1.0,0.0,0.0,3.0,7.0,1370.0,0.0,1960.0,0.0,47.7592,-122.092,127.273,14851.458499999999,apartament,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,1.0,winter
11199,98072.0,570583.3125,6979970080.0,2014-05-13,525000.0,3.0,3.0,2876.0,5086.0,2.0,0.0,0.0,3.0,8.0,2360.0,516.0,2007.0,0.0,47.7511,-122.173,267.18039999999996,472.4894,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,5.0,spring
11201,98072.0,570583.3125,9532000070.0,2014-12-01,536000.0,4.0,2.0,2520.0,4831.0,2.0,0.0,0.0,3.0,8.0,2520.0,0.0,2009.0,0.0,47.7711,-122.168,234.108,448.7999,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,12.0,fall
11204,98072.0,570583.3125,9532000010.0,2015-04-16,515000.0,3.0,2.0,2000.0,3837.0,2.0,0.0,0.0,3.0,8.0,2000.0,0.0,2011.0,0.0,47.7713,-122.167,185.79999999999998,356.4573,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,4.0,spring
11205,98072.0,570583.3125,9532000500.0,2014-08-01,415000.0,3.0,2.0,1610.0,3600.0,2.0,0.0,0.0,3.0,8.0,1610.0,0.0,2010.0,0.0,47.771,-122.169,149.569,334.44,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11207,98074.0,689491.7172413793,1954400510.0,2015-02-18,510000.0,3.0,2.0,1680.0,8080.0,1.0,0.0,0.0,3.0,8.0,1680.0,0.0,1987.0,0.0,47.6168,-122.045,156.072,750.632,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,2.0,winter
11208,98074.0,689491.7172413793,6054650070.0,2014-10-07,400000.0,3.0,1.0,1370.0,9680.0,1.0,0.0,0.0,4.0,7.0,1370.0,0.0,1977.0,0.0,47.6127,-122.045,127.273,899.2719999999999,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,10.0,fall
11209,98074.0,689491.7172413793,5547700270.0,2014-07-15,625000.0,4.0,2.0,2570.0,5520.0,2.0,0.0,0.0,3.0,9.0,2570.0,0.0,2000.0,0.0,47.6145,-122.027,238.753,512.808,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
11210,98074.0,689491.7172413793,1954440060.0,2014-05-05,560000.0,3.0,2.0,1900.0,8744.0,2.0,0.0,0.0,3.0,8.0,1900.0,0.0,1987.0,0.0,47.62,-122.043,176.51,812.3176,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,5.0,spring
11211,98074.0,689491.7172413793,8677300550.0,2014-05-15,592500.0,4.0,2.0,2240.0,12032.0,1.0,0.0,0.0,3.0,9.0,2240.0,0.0,1983.0,0.0,47.6143,-122.017,208.096,1117.7728,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,5.0,spring
11213,98074.0,689491.7172413793,3325069129.0,2014-12-16,525000.0,3.0,2.0,2100.0,40510.0,2.0,0.0,0.0,3.0,10.0,1320.0,780.0,1979.0,0.0,47.6154,-122.047,195.09,3763.379,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,12.0,fall
11215,98074.0,689491.7172413793,8651520400.0,2014-06-12,610750.0,4.0,2.0,2180.0,7297.0,2.0,0.0,0.0,3.0,8.0,2180.0,0.0,1984.0,0.0,47.6459,-122.058,202.522,677.8913,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,6.0,spring
11225,98074.0,689491.7172413793,8077210350.0,2014-07-22,639000.0,4.0,2.0,2210.0,9875.0,2.0,0.0,0.0,3.0,9.0,2210.0,0.0,1990.0,0.0,47.6285,-122.025,205.309,917.3874999999999,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
11226,98074.0,689491.7172413793,3575200070.0,2014-11-04,560000.0,3.0,2.0,2060.0,31400.0,2.0,0.0,0.0,3.0,8.0,2060.0,0.0,1984.0,0.0,47.6216,-122.056,191.374,2917.06,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,11.0,fall
11227,98074.0,689491.7172413793,7504101230.0,2014-06-23,675000.0,4.0,2.0,2810.0,11120.0,2.0,0.0,0.0,3.0,9.0,2810.0,0.0,1982.0,0.0,47.6337,-122.044,261.049,1033.048,house,build > 1955,Less than 100m²,no,no,High,regular,2014.0,6.0,spring
11229,98074.0,689491.7172413793,7715800570.0,2015-04-13,385000.0,3.0,2.0,1010.0,7380.0,1.0,0.0,0.0,3.0,7.0,1010.0,0.0,1982.0,0.0,47.6273,-122.062,93.829,685.602,house,build > 1955,Less than 100m²,no,no,Low,regular,2015.0,4.0,spring
11230,98074.0,689491.7172413793,8651520510.0,2014-05-15,582800.0,4.0,2.0,2550.0,7636.0,1.0,0.0,0.0,3.0,8.0,1440.0,1110.0,1986.0,0.0,47.6471,-122.06,236.89499999999998,709.3844,house,build > 1955,Less than 100m²,yes,no,Medium,regular,2014.0,5.0,spring
11231,98074.0,689491.7172413793,1703050200.0,2014-08-06,648000.0,4.0,2.0,2620.0,5450.0,2.0,0.0,0.0,3.0,9.0,2620.0,0.0,2001.0,0.0,47.6301,-122.019,243.398,506.305,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,8.0,summer
11232,98074.0,689491.7172413793,3224600310.0,2014-10-30,685100.0,4.0,2.0,2790.0,5423.0,2.0,0.0,0.0,3.0,9.0,2790.0,0.0,1999.0,0.0,47.6085,-122.017,259.191,503.7967,house,build > 1955,Less than 100m²,no,no,High,regular,2014.0,10.0,fall
11233,98074.0,689491.7172413793,8961990160.0,2015-04-13,567500.0,3.0,2.0,2080.0,4556.0,2.0,0.0,0.0,3.0,8.0,2080.0,0.0,1999.0,0.0,47.6036,-122.014,193.232,423.25239999999997,house,build > 1955,Less than 100m²,no,no,Medium,regular,2015.0,4.0,spring
11235,98074.0,689491.7172413793,8078460550.0,2014-05-13,651000.0,4.0,2.0,2740.0,7140.0,2.0,0.0,0.0,3.0,8.0,2740.0,0.0,1993.0,0.0,47.6334,-122.021,254.546,663.3059999999999,house,build > 1955,Less than 100m²,no,no,High,regular,2014.0,5.0,spring
11237,98074.0,689491.7172413793,7504460200.0,2014-07-17,500000.0,3.0,2.0,1760.0,11946.0,2.0,0.0,0.0,3.0,8.0,1760.0,0.0,1978.0,0.0,47.624,-122.05,163.504,1109.7834,house,build > 1955,Less than 100m²,no,no,Medium,regular,2014.0,7.0,summer
